TRADEDATE,AFKS,AFLT,ALRS,APTK,AQUA,ASTR,BANE,BANEP,BELU,BSPB,CBOM,CHMF,CNRU,DATA,DIAS,ENPG,ETLN,EUTR,FEES,FESH,FIXR,FLOT,GAZP,GCHE,GEMC,GMKN,HEAD,HYDR,IRAO,IRKT,IVAT,KCHEP,KMAZ,LENT,LKOH,LSNGP,LSRG,MAGN,MBNK,MDMG,MGNT,MOEX,MRKC,MRKP,MRKU,MRKV,MRKZ,MSNG,MSRS,MTLR,MTLRP,MTSS,MVID,NLMK,NMTP,NVTK,OGKB,OZON,OZPH,PHOR,PIKK,PLZL,POSI,PRMD,RAGR,RASP,RENI,RNFT,ROLO,ROSN,RTGZ,RTKM,RTKMP,RUAL,SBER,SBERP,SELG,SFIN,SGZH,SIBN,SMLT,SNGS,SNGSP,SOFL,SPBE,SVAV,SVCB,T,TATN,TATNP,TGKN,TORSP,TRMK,TRNFP,UGLD,UNAC,UPRO,UWGN,VGSB,VGSBP,VKCO,VSEH,VSMO,VTBR,WUSH,X5,YDEX,YKENP
2013-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.573,0.0125,,,,,,1907.0,,622.8,,,,8020.0,56.05,,,,,,1.001,,94.5,,282.12,,,,341.0,,,,,,,,,,,,,,,,111.58,77.5,,94.48,72.51,,,,,,,,,,,,,203.0,98.95,,,,,,,,,,,,,,0.04608,,,,
2013-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.59,0.0126,,,,,,1902.6,,622.8,,,,8020.0,55.93,,,,,,1.001,,94.5,,285.2,,,,341.0,,,,,,,,,,,,,,,,111.58,77.5,,94.09,72.49,,,,,,,,,,,,,201.5,98.95,,,,,,,,,,,,,,0.04543,,,,
2013-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5717,0.0126,,,,,,1923.5,,622.8,,,,8020.0,56.1,,,,,,1.001,,97.2,,290.4,,,,341.0,,,,,,,,,,,,,,,,111.58,77.5,,95.7,73.16,,,,,,,,,,,,,205.0,98.95,,,,,,,,,,,,,,0.04583,,,,
2013-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5858,0.0126,,,,,,1922.8,,622.8,,,,8020.0,56.07,,,,,,1.001,,100.3,,290.4,,,,349.0,,,,,,,,,,,,,,,,113.6,77.5,,96.22,73.22,,,,,,,,,,,,,205.0,98.95,,,,,,,,,,,,,,0.04655,,,,
2013-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5908,0.01305,,,,,,1952.4,,622.8,,,,8020.0,56.78,,,,,,1.001,,105.0,,290.4,,,,349.0,,,,,,,,,,,,,,,,113.6,77.5,,97.4,74.35,,,,,,,,,,,,,209.0,98.95,,,,,,,,,,,,,,0.04745,,,,
2013-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,0.01305,,,,,,1937.4,,622.8,,,,8020.0,57.18,,,,,,1.001,,95.0,,295.49,,,,349.0,,,,623.9,,,,,,,,,,,,113.6,77.5,,98.07,74.85,,,,,,,,,,,,,212.6,98.95,,,,,,,,,,,,,,0.04756,,,,
2013-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5752,0.012877,,,,,,1906.0,,622.8,,,,8005.0,56.11,,,,,,1.001,,95.0,,295.49,,,,349.0,,,,1371.8,,,,,,,,,,,,113.6,77.5,,95.31,72.62,,,,,,,,,,,,,204.0,98.95,,,,,,,,,,,,,,0.04712,,,,
2013-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5635,0.01251,,,,,,1918.0,,622.8,,,,8050.0,56.19,,,,,,1.001,,101.1,,285.7,,,,349.0,,,,1371.8,,,,,,,,,,,,109.56,77.5,,93.8,72.12,,,,,,,,,,,,,204.0,98.95,,,,,,,,,,,,,,0.04706,,,,
2013-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57,0.012592,,,,,,1906.9,,622.8,,,,7970.0,56.31,,,,,,1.0005,,101.8,,289.5,,,,359.0,,,,1371.8,,,,,,,,,,,,112.73,77.5,,93.66,72.9,,,,,,,,,,,,,208.0,98.95,,,,,,,,,,,,,,0.0471,,,,
2013-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.565,0.012592,,,,,,1903.0,,622.8,,,,7970.0,56.07,,,,,,1.1097,,98.5,,289.5,,,,359.0,,,,1371.8,,,,,,,,,,,,112.61,77.5,,91.74,71.75,,,,,,,,,,,,,207.8,98.95,,,,,,,,,,,,,,0.04668,,,,
2013-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5659,0.01243,,,,,,1905.0,,622.8,,,,7970.0,56.21,,,,,,1.4441,,97.7,,298.4,,,,359.0,,,,1371.8,,,,,,,,,,,,114.0,77.5,,90.52,71.67,,,,,,,,,,,,,208.0,98.95,,,,,,,,,,,,,,0.04571,,,,
2013-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58,0.01243,,,,,,1948.6,,622.8,,,,7834.9,56.98,,,,,,1.4441,,101.7,,303.27,,,,359.0,,,,1371.8,,,,,,,,,,,,115.0,77.5,,92.28,72.59,,,,,,,,,,,,,210.0,98.95,,,,,,,,,,,,,,0.04601,,,,
2013-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.569,0.01257,,,,,,1947.3,,622.8,,,,7989.5,57.01,,,,,,1.4441,,100.3,,296.01,,,,367.0,,,,1371.8,,,,,,,,,,,,114.21,77.5,,91.9,72.41,,,,,,,,,,,,,210.0,98.95,,,,,,,,,,,,,,0.04574,,,,
2013-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5659,0.012301,,,,,,1942.4,,622.8,,,,7815.0,57.28,,,,,,1.135,,105.0,,300.0,,,,367.0,,,,1371.8,,,,,,,,,,,,113.64,77.5,,91.25,72.07,,,,,,,,,,,,,210.48,98.95,,,,,,,,,,,,,,0.0457,,,,
2013-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5613,0.0122,,,,,,1949.3,,622.8,,,,7500.1,58.28,,,,,,1.135,,101.7,,293.51,,,,365.4,,,,1371.8,,,,,,,,,,,,110.0,77.5,,90.16,70.88,,,,,,,,,,,,,204.0,98.95,,,,,,,,,,,,,,0.04533,,,,
2013-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5563,0.012036,,,,,,1960.5,,622.8,,,,7280.0,59.24,,,,,,1.15,1.15,100.9,,289.99,,,,365.4,,,,1371.8,,,,,,,,,,,,108.72,75.4,,89.4,69.82,,,,,,,,,,,,,203.53,98.95,,,84.0,,,,,,,,,,,0.0453,,,,
2013-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5494,0.012036,,,,,,1950.8,,700.0,,,,7420.0,60.6,,,,,,1.15,1.15,99.2,,286.01,,,,365.0,,,,1371.8,,,,,,,,,,,,107.6,74.5,,89.68,70.17,,,,,,,,,,,,,206.5,98.95,,,84.0,,,,,,,,,,,0.04521,,,,
2013-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5436,0.011794,,,,,,1924.2,,700.0,,,,7400.0,60.96,,,,,,1.0918,1.15,96.1,,288.0,,,,361.02,,,,1371.8,,,,,,,,,,,,101.01,74.5,,88.15,70.2,,,,,,,,,,,,,201.4,98.95,,,109.99,,,,,,,,,,,0.04459,,,,
2013-09-02,,,33.0,,,,,,,,,,,,,,,,,,,,,521.2,,,,0.5488,0.011707,,,,,,1945.1,,572.5,,,,7566.7,61.05,0.33,0.11774,,,,1.0808,1.1042,97.5,52.2,283.01,,,,362.09,,,,929.9,64.07,,,,,,,,,,,99.02,71.97,,89.48,70.0,,,,,,,,,,,,,207.5,104.24,,,84.0,,,,,,,,,,,0.04455,,,,
2013-09-03,,,33.198,,,,,,,,,,,,,,,,,,,,,529.6,,,,0.5516,0.011688,,,,,,1942.5,,565.0,,,,7500.0,61.65,0.3296,0.11525,,,,1.0936,1.0937,98.4,51.8,286.0,,,,369.33,,,,928.0,63.42,,,,,,,,,,,102.09,72.51,,90.45,70.4,,,,,,,,,,,,,207.32,105.3,,,81.6,,,,,,,,,,,0.0448,,,,
2013-09-04,,,33.327,,,,,,,,,,,,,,,,,,,,,532.0,,,,0.5412,0.011534,,,,,,1929.9,,565.0,,,,7529.5,61.91,0.325,0.11402,,,,1.0844,1.0964,97.6,52.04,282.96,,,,373.09,,,,937.7,62.69,,,,,,,,,,,101.2,73.25,,90.33,70.29,,,,,,,,,,,,,207.99,105.51,,,82.52,,,,,,,,,,,0.04474,,,,
2013-09-05,,,33.34,,,,,,,,,,,,,,,,,,,,,540.9,,,,0.5452,0.011666,,,,,,1993.0,,580.3,,,,7735.0,62.84,0.324,0.1155,,,,1.088,1.129,99.0,53.53,295.0,,,,388.77,,,,946.8,63.44,,,,,,,,,,,103.0,72.85,,92.78,71.39,,,,,,,,,,,,,213.65,107.99,,,84.5,,,,,,,,,,,0.04549,,,,
2013-09-06,,,33.061,,,,,,,,,,,,,,,,,,,,,520.0,,,,0.5432,0.011492,,,,,,2000.2,,580.0,,,,7671.8,64.87,0.3201,0.115,,,,1.0704,1.1152,100.0,52.53,297.1,,,,387.46,,,,944.9,62.51,,,,,,,,,,,100.79,72.99,,92.47,70.81,,,,,,,,,,,,,216.92,107.8,,,84.55,,,,,,,,,,,0.04417,,,,
2013-09-09,,,33.299,,,,,,,,,,,,,,,,,,,,,515.0,,,,0.5455,0.011543,,,,,,2020.0,,582.0,,,,7709.1,64.91,0.316,0.115,,,,1.0935,1.143,106.0,53.83,300.55,,,,386.96,,,,932.0,63.16,,,,,,,,,,,104.44,73.04,,94.81,73.51,,,,,,,,,,,,,220.0,109.5,,,84.03,,,,,,,,,,,0.04435,,,,
2013-09-10,,,33.01,,,,,,,,,,,,,,,,,,,,,520.0,,,,0.551,0.011665,,,,,,2002.0,,571.7,,,,7764.2,65.85,0.314,0.115,,,,1.1147,1.175,113.1,55.7,299.04,,,,385.3,,,,951.0,63.84,,,,,,,,,,,107.22,73.39,,96.55,75.68,,,,,,,,,,,,,221.85,109.0,,,85.0,,,,,,,,,,,0.04451,,,,
2013-09-11,,,32.896,,,,,,,,,,,,,,,,,,,,,529.0,,,,0.5651,0.011738,,,,,,2023.1,,572.0,,,,7840.0,65.59,0.31,0.11489,,,,1.1203,1.1708,111.5,55.36,298.53,,,,392.7,,,,938.5,63.01,,,,,,,,,,,108.08,73.4,,95.5,74.88,,,,,,,,,,,,,221.64,108.89,,,85.0,,,,,,,,,,,0.04451,,,,
2013-09-12,,,32.999,,,,,,,,,,,,,,,,,,,,,528.5,,,,0.555,0.011599,,,,,,2008.8,,565.6,,,,8090.0,65.45,0.3058,0.11232,,,,1.084,1.1508,114.8,55.8,298.4,,,,393.17,,,,935.3,63.71,,,,,,,,,,,105.0,72.49,,95.53,74.71,,,,,,,,,,,,,219.0,109.14,,,84.76,,,,,,,,,,,0.04422,,,,
2013-09-13,,,32.678,,,,,,,,,,,,,,,,,,,,,501.0,,,,0.5374,0.0116,,,,,,2006.6,,543.0,,,,8055.0,64.82,0.3,0.11221,,,,1.0849,1.155,109.9,55.12,299.98,,,,385.0,,,,949.0,63.97,,,,,,,,,,,104.84,72.03,,95.82,74.44,,,,,,,,,,,,,219.38,109.0,,,83.0,,,,,,,,,,,0.04378,,,,
2013-09-16,,,33.25,,,,,,,,,,,,,,,,,,,,,500.1,,,,0.5463,0.011697,,,,,,2029.0,,573.0,,,,8171.2,66.99,0.3,0.10851,,,,1.0967,1.24,112.4,58.67,308.2,,,,391.65,,,,976.9,64.55,,,,,,,,,,,107.26,71.97,,98.97,76.94,,,,,,,,,,,,,221.65,109.09,,,87.99,,,,,,,,,,,0.0438,,,,
2013-09-17,,,33.748,,,,,,,,,,,,,,,,,,,,,495.0,,,,0.5588,0.011862,,,,,,2029.9,,567.0,,,,8113.1,66.26,0.2875,0.105,,,,1.0831,1.2005,110.7,56.87,307.95,,,,392.13,,,,962.0,64.09,,,,,,,,,,,107.47,72.05,,99.6,77.32,,,,,,,,,,,,,223.0,109.0,,,87.33,,,,,,,,,,,0.04406,,,,
2013-09-18,,,35.1,,,,,,,,,,,,,,,,,,,,,490.0,,,,0.5563,0.0119,,,,,,2017.5,,559.0,,,,8083.2,65.7,0.2789,0.10196,,,,1.0849,1.1698,110.9,56.66,308.36,,,,387.97,,,,955.0,63.68,,,,,,,,,,,106.5,71.67,,99.79,76.37,,,,,,,,,,,,,220.45,108.51,,,85.98,,,,,,,,,,,0.04377,,,,
2013-09-19,,,35.099,,,,,,,,,,,,,,,,,,,,,485.0,,,,0.5676,0.0117,,,,,,2036.7,,587.0,,,,8230.0,65.55,0.2697,0.101,,,,1.0897,1.1929,113.5,57.2,313.5,,,,386.03,,,,957.9,63.02,,,,,,,,,,,105.0,71.95,,102.33,78.0,,,,,,,,,,,,,223.3,111.01,,,86.0,,,,,,,,,,,0.04376,,,,
2013-09-20,,,34.51,,,,,,,,,,,,,,,,,,,,,490.2,,,,0.5628,0.011891,,,,,,2025.0,,568.8,,,,8080.0,63.25,0.2735,0.097,,,,1.0918,1.191,110.9,57.03,311.8,,,,379.5,,,,965.0,63.17,,,,,,,,,,,101.6,71.47,,102.36,77.79,,,,,,,,,,,,,225.62,111.4,,,85.84,,,,,,,,,,,0.04361,,,,
2013-09-23,,,35.115,,,,,,,,,,,,,,,,,,,,,499.8,,,,0.5596,0.011597,,,,,,2042.1,,560.1,,,,8030.0,62.41,0.2689,0.09449,,,,1.0739,1.1781,106.7,56.07,307.13,,,,373.1,,,,944.8,62.52,,,,,,,,,,,101.6,70.49,,101.82,76.8,,,,,,,,,,,,,220.83,110.4,,,84.26,,,,,,,,,,,0.04362,,,,
2013-09-24,,,34.9,,,,,,,,,,,,,,,,,,,,,523.0,,,,0.562,0.011648,,,,,,2043.0,,563.0,,,,8049.0,63.2,0.2701,0.092,,,,1.0708,1.199,105.5,55.33,311.0,,,,377.83,,,,957.5,62.2,,,,,,,,,,,102.2,70.35,,100.5,76.71,,,,,,,,,,,,,219.0,110.1,,,85.03,,,,,,,,,,,0.04348,,,,
2013-09-25,,,35.488,,,,,,,,,,,,,,,,,,,,,500.3,,,,0.566,0.011703,,,,,,2079.0,,558.1,,,,8091.0,60.35,0.272,0.0885,,,,1.0731,1.2,107.1,55.23,316.32,,,,379.81,,,,955.2,63.3,,,,,,,,,,,102.58,71.16,,101.95,77.9,,,,,,,,,,,,,217.34,110.5,,,84.4,,,,,,,,,,,0.04359,,,,
2013-09-26,,,35.5,,,,,,,,,,,,,,,,,,,,,501.1,,,,0.5664,0.01159,,,,,,2082.0,,569.5,,,,8258.0,60.26,0.2706,0.086,,,,1.077,1.1979,107.0,54.99,319.5,,,,386.0,,,,976.3,64.27,,,,,,,,,,,103.8,71.5,,101.67,77.9,,,,,,,,,,,,,215.68,111.47,,,85.0,,,,,,,,,,,0.04336,,,,
2013-09-27,,,36.8,,,,,,,,,,,,,,,,,,,,,513.9,,,,0.55,0.011474,,,,,,2083.0,,568.9,,,,8180.0,60.64,0.2694,0.0865,,,,1.064,1.1809,105.0,54.3,321.05,,,,382.92,,,,976.7,64.41,,,,,,,,,,,103.5,71.31,,98.59,75.7,,,,,,,,,,,,,216.4,111.25,,,83.0,,,,,,,,,,,0.04309,,,,
2013-09-30,,,36.0,,,,,,,,,,,,,,,,,,,,,500.0,,,,0.5397,0.011094,,,,,,2054.9,,564.0,,,,8213.0,62.05,0.26,0.08404,,,,1.0378,1.1771,102.8,53.6,323.0,,,,386.01,,,,969.3,63.73,,,,,,,,,,,101.61,70.98,,97.86,74.7,,,,,,,,,,,,,212.92,110.64,,,83.66,,,,,,,,,,,0.04267,,,,
2013-10-01,,,36.255,,,,,,,,,,,,,,,,,,,,,497.0,,,,0.5373,0.01103,,,,,,2046.1,,568.0,,,,8269.9,64.77,0.259,0.08445,,,,1.0349,1.1954,102.9,54.1,327.96,,,,382.56,,,,988.9,64.15,,,,,,,,,,,103.84,71.1,,99.16,76.3,,,,,,,,,,,,,213.45,110.79,,,83.2,,,,,,,,,,,0.04321,,,,
2013-10-02,,,38.502,,,,,,,,,,,,,,,,,,,,,499.8,,,,0.5338,0.010855,,,,,,2029.3,,558.1,,,,8197.3,64.85,0.258,0.08501,,,,1.0257,1.1807,100.9,52.85,324.0,,,,373.2,,,,966.0,63.5,,,,,,,,,,,106.7,70.66,,97.74,75.33,,,,,,,,,,,,,208.21,110.27,,,83.56,,,,,,,,,,,0.04263,,,,
2013-10-03,,,39.0,,,,,,,,,,,,,,,,,,,,,477.0,,,,0.5405,0.010745,,,,,,2037.9,,551.3,,,,8152.0,65.31,0.2551,0.085,,,,1.025,1.1791,100.9,52.56,324.24,,,,376.0,,,,964.0,63.0,,,,,,,,,,,105.81,70.58,,98.24,75.65,,,,,,,,,,,,,209.05,112.51,,,84.7,,,,,,,,,,,0.04204,,,,
2013-10-04,,,38.7,,,,,,,,,,,,,,,,,,,,,490.2,,,,0.5328,0.0105,,,,,,2055.0,,553.3,,,,8400.1,65.86,0.245,0.08479,,,,1.024,1.1903,103.3,52.13,327.92,,,,379.75,,,,977.6,64.0,,,,,,,,,,,106.55,71.0,,100.39,76.44,,,,,,,,,,,,,211.25,113.0,,,84.89,,,,,,,,,,,0.04229,,,,
2013-10-07,,,37.652,,,,,,,,,,,,,,,,,,,,,499.0,,,,0.5357,0.010392,,,,,,2062.5,,548.1,,,,8639.9,64.9,0.236,0.083,,,,1.0376,1.1782,102.7,51.87,330.06,,,,387.5,,,,967.1,63.61,,,,,,,,,,,106.16,71.1,,100.3,75.95,,,,,,,,,,,,,210.24,113.26,,,85.48,,,,,,,,,,,0.04202,,,,
2013-10-08,,,37.777,,,,,,,,,,,,,,,,,,,,,504.9,,,,0.5419,0.010657,,,,,,2112.0,,553.0,,,,8720.0,65.97,0.23,0.07957,,,,1.0284,1.1898,104.0,52.54,329.97,,,,393.8,,,,983.6,63.8,,,,,,,,,,,106.08,71.84,,102.11,77.73,,,,,,,,,,,,,215.18,114.0,,,86.0,,,,,,,,,,,0.04231,,,,
2013-10-09,,,37.0,,,,,,,,,,,,,,,,,,,,,505.0,,,,0.5449,0.01025,,,,,,2111.6,,564.3,,,,8698.6,66.8,0.2235,0.0744,,,,1.02,1.191,102.4,52.03,328.9,,,,391.89,,,,998.5,64.3,,,,,,,,,,,104.44,71.85,,101.48,77.6,,,,,,,,,,,,,214.33,114.3,,,85.4,,,,,,,,,,,0.04223,,,,
2013-10-10,,,36.88,,,,,,,,,,,,,,,,,,,,,500.2,,,,0.5579,0.01039,,,,,,2120.0,,569.7,,,,8666.2,67.2,0.2279,0.0749,,,,1.0159,1.2001,104.3,51.9,333.73,,,,407.89,,,,1023.0,63.35,,,,,,,,,,,105.0,72.33,,103.43,78.8,,,,,,,,,,,,,218.44,114.5,,,85.44,,,,,,,,,,,0.04275,,,,
2013-10-11,,,34.75,,,,,,,,,,,,,,,,,,,,,507.4,,,,0.552,0.010294,,,,,,2119.0,,567.9,,,,8539.9,67.5,0.2345,0.07525,,,,1.0145,1.2007,103.9,52.7,336.21,,,,406.1,,,,1020.0,63.2,,,,,,,,,,,105.39,72.14,,102.87,78.61,,,,,,,,,,,,,217.81,114.55,,,84.35,,,,,,,,,,,0.04299,,,,
2013-10-14,,,34.823,,,,,,,,,,,,,,,,,,,,,500.5,,,,0.5551,0.01025,,,,,,2107.0,,577.2,,,,8360.0,67.74,0.2437,0.0758,,,,0.9999,1.1995,104.7,52.0,336.8,,,,399.8,,,,1038.3,62.99,,,,,,,,,,,104.87,72.0,,102.93,78.6,,,,,,,,,,,,,218.83,114.51,,,84.1,,,,,,,,,,,0.0436,,,,
2013-10-15,,,35.0,,,,,,,,,,,,,,,,,,,,,511.8,,,,0.5579,0.010326,,,,,,2136.0,,599.3,,,,8452.1,68.27,0.24,0.07548,,,,0.996,1.2015,107.4,52.0,344.8,,,,400.1,,,,1037.8,63.0,,,,,,,,,,,106.91,71.99,,104.55,79.88,,,,,,,,,,,,,221.99,119.25,,,85.0,,,,,,,,,,,0.04383,,,,
2013-10-16,,,34.999,,,,,,,,,,,,,,,,,,,,,519.0,,,,0.5533,0.010552,,,,,,2125.1,,615.0,,,,8333.0,68.07,0.241,0.07499,,,,0.9701,1.277,107.5,51.99,351.5,,,,401.48,,,,1033.9,61.98,,,,,,,,,,,107.5,72.08,,104.05,79.99,,,,,,,,,,,,,220.38,116.6,,,86.69,,,,,,,,,,,0.04383,,,,
2013-10-17,,,35.1,,,,,,,,,,,,,,,,,,,,,511.0,,,,0.5435,0.010525,,,,,,2092.3,,606.0,,,,8323.3,67.75,0.2439,0.0769,,,,0.9879,1.277,105.3,51.4,343.0,,,,395.97,,,,1011.1,62.04,,,,,,,,,,,108.29,71.91,,103.33,79.4,,,,,,,,,,,,,219.6,115.51,,,87.49,,,,,,,,,,,0.04325,,,,
2013-10-18,,,35.244,,,,,,,,,,,,,,,,,,,,,520.4,,,,0.563,0.010481,,,,,,2122.1,,625.0,,,,8386.0,68.1,0.2459,0.07563,,,,0.9738,1.2881,106.3,51.26,348.5,,,,406.63,,,,1013.9,62.5,,,,,,,,,,,108.68,71.9,,105.14,81.15,,,,,,,,,,,,,222.96,117.2,,,87.6,,,,,,,,,,,0.04337,,,,
2013-10-21,,,35.003,,,,,,,,,,,,,,,,,,,,,500.0,,,,0.5708,0.010556,,,,,,2117.6,,601.0,,,,8480.3,68.0,0.2465,0.076,,,,0.9789,1.2604,105.7,51.29,341.0,,,,409.39,,,,1006.1,63.0,,,,,,,,,,,108.22,72.06,,105.43,82.33,,,,,,,,,,,,,221.51,116.46,,,88.1,,,,,,,,,,,0.04357,,,,
2013-10-22,,,34.96,,,,,,,,,,,,,,,,,,,,,499.0,,,,0.5621,0.010621,,,,,,2108.0,,603.0,,,,8547.0,67.98,0.2439,0.07791,,,,0.9544,1.2731,104.3,50.81,345.39,,,,407.25,,,,1000.0,63.5,,,,,,,,,,,107.74,71.94,,105.4,82.67,,,,,,,,,,,,,220.58,117.21,,,89.25,,,,,,,,,,,0.04334,,,,
2013-10-23,,,34.85,,,,,,,,,,,,,,,,,,,,,503.8,,,,0.5539,0.010327,,,,,,2087.5,,595.8,,,,8570.0,66.99,0.2435,0.07697,,,,0.928,1.2555,103.4,50.0,338.5,,,,405.0,,,,983.0,63.21,,,,,,,,,,,106.0,71.94,,103.29,80.84,,,,,,,,,,,,,216.7,115.3,,,88.55,,,,,,,,,,,0.04296,,,,
2013-10-24,,,34.9,,,,,,,,,,,,,,,,,,,,,504.8,,,,0.5471,0.010181,,,,,,2071.1,,592.6,,,,8447.7,65.89,0.2395,0.07423,,,,0.9243,1.265,103.9,50.23,339.21,,,,407.05,,,,970.7,63.14,,,,,,,,,,,111.16,72.15,,102.86,80.58,,,,,,,,,,,,,212.86,115.4,,,90.83,,,,,,,,,,,0.04266,,,,
2013-10-25,,,34.95,,,,,,,,,,,,,,,,,,,,,504.8,,,,0.5423,0.009731,,,,,,2094.0,,592.0,,,,8312.3,66.0,0.2402,0.07476,,,,0.9135,1.271,104.2,49.43,336.39,,,,413.6,,,,964.1,62.47,,,,,,,,,,,115.05,73.04,,102.99,81.34,,,,,,,,,,,,,214.13,115.41,,,88.8,,,,,,,,,,,0.04258,,,,
2013-10-28,,,35.25,,,,,,,,,,,,,,,,,,,,,510.0,,,,0.5579,0.009598,,,,,,2097.9,,601.7,,,,8510.7,65.0,0.2329,0.0702,,,,0.919,1.275,104.2,49.45,337.8,,,,415.87,,,,960.2,63.45,,,,,,,,,,,117.1,72.51,,102.84,81.6,,,,,,,,,,,,,216.49,116.51,,,89.0,,,,,,,,,,,0.04339,,,,
2013-10-29,,,36.153,,,,,,,,,,,,,,,,,,,,,510.0,,,,0.5543,0.009469,,,,,,2107.2,,600.9,,,,8599.0,63.65,0.231,0.0705,,,,0.9169,1.265,103.9,49.08,341.54,,,,415.94,,,,960.0,63.11,,,,,,,,,,,117.82,72.42,,102.8,82.68,,,,,,,,,,,,,217.0,116.5,,,89.02,,,,,,,,,,,0.04336,,,,
2013-10-30,,,37.4,,,,,,,,,,,,,,,,,,,,,496.0,,,,0.5574,0.009535,,,,,,2089.9,,602.8,,,,8700.0,62.9,0.2374,0.07125,,,,0.926,1.2689,104.5,48.99,339.97,,,,413.0,,,,964.1,63.34,,,,,,,,,,,117.34,72.6,,103.11,82.54,,,,,,,,,,,,,219.83,117.5,,,90.87,,,,,,,,,,,0.0441,,,,
2013-10-31,,57.4,36.219,,,,,,,,,,,,,,,,,,,,,530.0,,,,0.5636,0.00936,,,,,,2102.4,,585.3,,,,8651.1,61.23,0.2339,0.07,,,,0.918,1.2648,104.2,48.93,340.0,,,,410.95,,,,970.0,63.04,,,,,,,,,,,117.42,73.16,,102.74,82.98,,,,,,,,,,,,,220.54,118.0,,,91.5,,,,,,,,,,,0.04435,,,,
2013-11-01,,57.38,35.951,,,,,,,,,,,,,,,,,,,,,532.2,,,,0.5588,0.009325,,,,,,2112.0,,581.6,,,,8740.0,61.4,0.2367,0.06981,,,,0.9251,1.262,103.0,47.99,338.4,,,,416.9,,,,986.5,63.93,,,,,,,,,,,117.1,75.6,,103.65,83.61,,,,,,,,,,,,,220.7,118.87,,,92.58,,,,,,,,,,,0.0447,,,,
2013-11-05,,56.85,35.2,,,,,,,,,,,,,,,,,,,,,542.7,,,,0.555,0.009259,,,,,,2093.9,,582.8,,,,8715.0,60.9,0.2397,0.0695,,,,0.9294,1.2291,104.3,47.54,335.27,,,,414.03,,,,969.8,63.0,,,,,,,,,,,116.7,76.99,,102.47,82.09,,,,,,,,,,,,,219.18,118.57,,,89.01,,,,,,,,,,,0.0443,,,,
2013-11-06,,57.4,36.0,,,,,,,,,,,,,,,,,,,,,528.3,,,,0.551,0.009079,,,,,,2087.4,,580.0,,,,8678.9,61.01,0.2404,0.06911,,,,0.9185,1.2048,103.6,47.37,329.53,,,,411.99,,,,951.5,62.52,,,,,,,,,,,116.75,77.7,,102.59,83.22,,,,,,,,,,,,,218.5,118.31,,,87.36,,,,,,,,,,,0.04459,,,,
2013-11-07,,58.45,36.1,,,,,,,,,,,,,,,,,,,,,535.0,,,,0.557,0.00889,,,,,,2093.0,,585.3,,,,8752.0,60.98,0.2402,0.0695,,,,0.9077,1.2202,103.4,47.45,330.09,,,,413.33,,,,959.8,62.8,,,,,,,,,,,117.03,77.29,,103.55,83.55,,,,,,,,,,,,,219.17,118.8,,,88.32,,,,,,,,,,,0.04483,,,,
2013-11-08,,57.1,36.1,,,,,,,,,,,,,,,,,,,,,544.9,,,,0.5543,0.008411,,,,,,2064.1,,550.0,,,,8602.7,61.45,0.235,0.0689,,,,0.9005,1.202,100.6,46.05,328.69,,,,404.05,,,,953.1,62.55,,,,,,,,,,,116.79,76.49,,101.86,82.94,,,,,,,,,,,,,214.28,117.8,,,87.21,,,,,,,,,,,0.04548,,,,
2013-11-11,,57.47,36.14,,,,,,,,,,,,,,,,,,,,,541.6,,,,0.5535,0.008275,,,,,,2059.6,,546.5,,,,8644.3,62.49,0.231,0.069,,,,0.8983,1.2402,99.6,46.1,326.0,,,,408.14,,,,963.3,62.6,,,,,,,,,,,116.05,75.4,,101.77,82.36,,,,,,,,,,,,,211.1,117.12,,,86.71,,,,,,,,,,,0.0453,,,,
2013-11-12,,57.88,35.712,,,,,,,,,,,,,,,,,,,,,537.4,,,,0.5549,0.008541,,,,,,2079.0,,560.1,,,,8770.0,64.8,0.2245,0.06873,,,,0.8824,1.219,96.0,45.3,326.09,,,,416.0,,,,977.0,62.6,,,,,,,,,,,117.79,77.01,,104.25,83.05,,,,,,,,,,,,,211.89,118.17,,,88.37,,,,,,,,,,,0.04565,,,,
